carrier,delay,origin,count,destination
OO,-4.0,IAH,7.0,ORD
OO,-4.0,IAH,23.0,PHX
OO,-4.0,IAH,23.0,PSP
OO,-4.0,IAH,119.0,SLC
OO,-4.0,IAH,1.0,TUS
UA,-10.0,IAH,6.0,ABQ
UA,-10.0,IAH,73.0,ATL
UA,-10.0,IAH,228.0,AUS
UA,-10.0,IAH,6.0,BNA
UA,-10.0,IAH,121.0,BOS
UA,-10.0,IAH,1.0,BTR
UA,-10.0,IAH,59.0,BWI
UA,-10.0,IAH,39.0,CLE
UA,-10.0,IAH,22.0,CLT
UA,-10.0,IAH,280.0,DEN
UA,-10.0,IAH,7.0,DTW
UA,-10.0,IAH,31.0,EGE
UA,-10.0,IAH,259.0,EWR
UA,-10.0,IAH,7.0,GUC
UA,-10.0,IAH,31.0,HDN
UA,-10.0,IAH,31.0,HNL
UA,-10.0,IAH,17.0,IND
UA,-10.0,IAH,10.0,JAC
UA,-10.0,IAH,31.0,JAX
UA,-10.0,IAH,167.0,LAS
UA,-10.0,IAH,295.0,LAX
UA,-10.0,IAH,227.0,LGA
UA,-10.0,IAH,193.0,MCO
UA,-10.0,IAH,22.0,MEM
UA,-10.0,IAH,127.0,MIA
UA,-10.0,IAH,33.0,MSP
UA,-10.0,IAH,231.0,MSY
UA,-10.0,IAH,7.0,OKC
UA,-10.0,IAH,285.0,ORD
UA,-10.0,IAH,7.0,ORF
UA,-10.0,IAH,66.0,PDX
UA,-10.0,IAH,52.0,PHL
UA,-10.0,IAH,131.0,PHX
UA,-10.0,IAH,148.0,SAN
UA,-10.0,IAH,226.0,SAT
UA,-10.0,IAH,130.0,SEA
UA,-10.0,IAH,253.0,SFO
UA,-10.0,IAH,31.0,SJC
UA,-10.0,IAH,31.0,SJU
UA,-10.0,IAH,39.0,SLC
UA,-10.0,IAH,35.0,SMF
UA,-10.0,IAH,148.0,SNA
UA,-10.0,IAH,144.0,TPA
UA,-10.0,IAH,6.0,TUS
YV,-9.0,IAH,83.0,ABQ
YV,-9.0,IAH,96.0,ATL
YV,-9.0,IAH,32.0,AUS
YV,-9.0,IAH,73.0,BNA
YV,-9.0,IAH,30.0,BOI
YV,-9.0,IAH,6.0,BRO
YV,-9.0,IAH,30.0,BTR
YV,-9.0,IAH,10.0,BZN
YV,-9.0,IAH,2.0,CLE
YV,-9.0,IAH,114.0,CLT
YV,-9.0,IAH,60.0,CRP
YV,-9.0,IAH,1.0,DSM
YV,-9.0,IAH,109.0,DTW
YV,-9.0,IAH,86.0,ELP
YV,-9.0,IAH,3.0,FYV
YV,-9.0,IAH,5.0,HFD
YV,-9.0,IAH,52.0,ICT
YV,-9.0,IAH,5.0,IND
YV,-9.0,IAH,37.0,JAX
YV,-9.0,IAH,17.0,LFT
YV,-9.0,IAH,2.0,LGA
YV,-9.0,IAH,63.0,LIT
YV,-9.0,IAH,90.0,MCI
YV,-9.0,IAH,60.0,MEM
YV,-9.0,IAH,81.0,MSP
YV,-9.0,IAH,7.0,MSY
YV,-9.0,IAH,153.0,OKC
YV,-9.0,IAH,65.0,OMA
YV,-9.0,IAH,4.0,ORF
YV,-9.0,IAH,58.0,PHL
YV,-9.0,IAH,76.0,PHX
YV,-9.0,IAH,39.0,PIT
YV,-9.0,IAH,59.0,PNS
YV,-9.0,IAH,38.0,PSP
YV,-9.0,IAH,13.0,RNO
YV,-9.0,IAH,4.0,SAT
YV,-9.0,IAH,52.0,SLC
YV,-9.0,IAH,67.0,TUL
YV,-9.0,IAH,86.0,TUS
YX,-11.0,IAH,6.0,ABQ
YX,-11.0,IAH,5.0,ATL
YX,-11.0,IAH,6.0,BHM
YX,-11.0,IAH,1.0,BOI
YX,-11.0,IAH,1.0,BRO
YX,-11.0,IAH,56.0,BTR
YX,-11.0,IAH,3.0,BZN
YX,-11.0,IAH,6.0,CLE
YX,-11.0,IAH,11.0,CLT
YX,-11.0,IAH,27.0,COS
YX,-11.0,IAH,1.0,DSM
YX,-11.0,IAH,32.0,DTW
YX,-11.0,IAH,30.0,ELP
YX,-11.0,IAH,49.0,FYV
YX,-11.0,IAH,24.0,GRR
YX,-11.0,IAH,1.0,HFD
YX,-11.0,IAH,2.0,ICT
YX,-11.0,IAH,64.0,IND
YX,-11.0,IAH,24.0,JAX
YX,-11.0,IAH,39.0,LFT
YX,-11.0,IAH,114.0,LGA
YX,-11.0,IAH,31.0,MCI
YX,-11.0,IAH,6.0,MEM
YX,-11.0,IAH,93.0,MIA
YX,-11.0,IAH,10.0,MSP
YX,-11.0,IAH,2.0,MSY
YX,-11.0,IAH,25.0,OKC
YX,-11.0,IAH,6.0,OMA
YX,-11.0,IAH,20.0,ORF
YX,-11.0,IAH,89.0,PHL
YX,-11.0,IAH,105.0,PIT
YX,-11.0,IAH,2.0,SAT
YX,-11.0,IAH,31.0,SDF
YX,-11.0,IAH,2.0,SLC
YX,-11.0,IAH,62.0,TUL
DL,-13.5,ICT,84.0,ATL
EV,-21.0,ICT,56.0,IAH
EV,-21.0,ICT,7.0,ORD
G4,-9.5,ICT,9.0,IWA
G4,-9.5,ICT,9.0,LAS
OO,-2.0,ICT,1.0,DAY
OO,-2.0,ICT,61.0,DEN
OO,-2.0,ICT,58.0,MSP
OO,-2.0,ICT,164.0,ORD
UA,-7.5,ICT,31.0,DEN
UA,-7.5,ICT,1.0,ORD
WN,-11.0,ICT,31.0,LAS
WN,-11.0,ICT,31.0,PHX
YV,-11.0,ICT,52.0,IAH
YX,-28.5,ICT,2.0,IAH
G4,-9.0,IDA,9.0,IWA
G4,-9.0,IDA,9.0,LAS
OO,-15.0,IDA,69.0,DEN
OO,-15.0,IDA,112.0,SLC
OO,4.0,IFP,31.0,PHX
9E,-16.0,ILM,7.0,ATL
AA,-12.0,ILM,58.0,CLT
DL,-7.5,ILM,23.0,ATL
MQ,-4.0,ILM,58.0,LGA
OH,-8.0,ILM,206.0,CLT
OO,-5.0,ILM,107.0,ATL
YX,9.0,ILM,6.0,PHL
9E,-10.0,IND,7.0,BOS
9E,-10.0,IND,35.0,DTW
9E,-10.0,IND,31.0,JFK
9E,-10.0,IND,48.0,LGA
9E,-10.0,IND,62.0,MSP
AA,-4.0,IND,57.0,CLT
AA,-4.0,IND,20.0,LAX
AA,-4.0,IND,55.0,PHX
AS,-1.0,IND,31.0,SEA
DL,-10.0,IND,227.0,ATL
DL,-10.0,IND,28.0,DTW
DL,-10.0,IND,27.0,LAX
DL,-10.0,IND,1.0,LGA
DL,-10.0,IND,30.0,MCO
DL,-10.0,IND,27.0,MSP
EV,11.0,IND,60.0,EWR
EV,11.0,IND,33.0,IAH
F9,-7.5,IND,18.0,DEN
F9,-7.5,IND,13.0,LAS
F9,-7.5,IND,31.0,MCO
F9,-7.5,IND,13.0,TPA
G4,-1.0,IND,9.0,AUS
G4,-1.0,IND,9.0,IWA
G4,-1.0,IND,8.0,JAX
G4,-1.0,IND,9.0,LAS
G4,-1.0,IND,18.0,PGD
G4,-1.0,IND,31.0,PIE
MQ,-3.0,IND,31.0,MIA
MQ,-3.0,IND,234.0,ORD
OH,6.0,IND,35.0,CLT
OH,6.0,IND,13.0,PHL
OO,-2.0,IND,21.0,DTW
OO,-2.0,IND,2.0,IAH
OO,-2.0,IND,21.0,MSP
OO,-2.0,IND,31.0,ORD
OO,-2.0,IND,25.0,SLC
UA,-7.0,IND,24.0,DEN
UA,-7.0,IND,22.0,IAH
UA,-7.0,IND,26.0,ORD
UA,-7.0,IND,37.0,SFO
VX,-16.5,IND,32.0,SFO
WN,-8.0,IND,89.0,ATL
WN,-8.0,IND,33.0,BOS
WN,-8.0,IND,67.0,BWI
WN,-8.0,IND,37.0,DAL
WN,-8.0,IND,95.0,DEN
WN,-8.0,IND,53.0,EWR
WN,-8.0,IND,32.0,HOU
WN,-8.0,IND,63.0,LAS
WN,-8.0,IND,28.0,LAX
WN,-8.0,IND,54.0,MCI
WN,-8.0,IND,104.0,MCO
WN,-8.0,IND,59.0,MDW
WN,-8.0,IND,52.0,PHX
WN,-8.0,IND,67.0,TPA
YV,-1.5,IND,10.0,IAH
YX,-6.0,IND,58.0,BOS
YX,-6.0,IND,140.0,CLT
YX,-6.0,IND,38.0,DEN
YX,-6.0,IND,54.0,DTW
YX,-6.0,IND,81.0,EWR
YX,-6.0,IND,54.0,IAH
YX,-6.0,IND,31.0,JFK
YX,-6.0,IND,158.0,LGA
YX,-6.0,IND,62.0,MIA
YX,-6.0,IND,5.0,MSP
YX,-6.0,IND,94.0,ORD
YX,-6.0,IND,166.0,PHL
OO,-15.0,INL,53.0,MSP
OO,-6.0,ISN,49.0,DEN
OO,-6.0,ISN,57.0,MSP
F9,1.0,ISP,62.0,MCO
F9,1.0,ISP,31.0,MIA
F9,1.0,ISP,18.0,MSY
F9,1.0,ISP,31.0,TPA
WN,-6.0,ISP,124.0,BWI
WN,-6.0,ISP,93.0,MCO
WN,-6.0,ISP,32.0,TPA
HA,-4.0,ITO,415.0,HNL
HA,-4.0,ITO,62.0,OGG
UA,-13.5,ITO,31.0,LAX
G4,-6.0,IWA,9.0,ATW
G4,-6.0,IWA,9.0,BIL
G4,-6.0,IWA,11.0,BLI
G4,-6.0,IWA,9.0,BOI
G4,-6.0,IWA,9.0,BZN
G4,-6.0,IWA,9.0,DSM
G4,-6.0,IWA,9.0,EUG
G4,-6.0,IWA,18.0,FAR
G4,-6.0,IWA,21.0,FSD
G4,-6.0,IWA,5.0,FWA
G4,-6.0,IWA,9.0,GFK
G4,-6.0,IWA,9.0,GRI
G4,-6.0,IWA,9.0,GRR
G4,-6.0,IWA,9.0,GTF
G4,-6.0,IWA,9.0,ICT
G4,-6.0,IWA,9.0,IDA
G4,-6.0,IWA,9.0,IND
G4,-6.0,IWA,13.0,LAS
G4,-6.0,IWA,9.0,MCI
G4,-6.0,IWA,9.0,MKE
G4,-6.0,IWA,9.0,MLI
G4,-6.0,IWA,13.0,MOT
G4,-6.0,IWA,9.0,MSO
G4,-6.0,IWA,13.0,OAK
G4,-6.0,IWA,9.0,OGD
G4,-6.0,IWA,9.0,OMA
G4,-6.0,IWA,10.0,PIA
G4,-6.0,IWA,9.0,PIE
G4,-6.0,IWA,26.0,PVU
G4,-6.0,IWA,15.0,RAP
G4,-6.0,IWA,10.0,RFD
G4,-6.0,IWA,9.0,SBN
G4,-6.0,IWA,8.0,SCK
G4,-6.0,IWA,9.0,SDF
G4,-6.0,IWA,9.0,SGF
AA,-31.0,JAC,7.0,ORD
DL,-24.5,JAC,11.0,ATL
DL,-24.5,JAC,4.0,JFK
DL,-24.5,JAC,8.0,MSP
DL,-24.5,JAC,85.0,SLC
OO,-2.0,JAC,21.0,DEN
OO,-2.0,JAC,45.0,LAX
OO,-2.0,JAC,7.0,SEA
OO,-2.0,JAC,31.0,SFO
UA,-12.5,JAC,58.0,DEN
UA,-12.5,JAC,31.0,EWR
UA,-12.5,JAC,10.0,IAH
UA,-12.5,JAC,31.0,ORD
9E,-13.0,JAX,3.0,DTW
9E,-13.0,JAX,85.0,JFK
9E,-13.0,JAX,75.0,LGA
AA,-10.0,JAX,156.0,CLT
AA,-10.0,JAX,24.0,PHL
B6,0.0,JAX,86.0,BOS
B6,0.0,JAX,92.0,JFK
DL,-9.0,JAX,331.0,ATL
DL,-9.0,JAX,2.0,JFK
DL,-9.0,JAX,2.0,MSP
EV,-13.0,JAX,25.0,DTW
EV,-13.0,JAX,3.0,EWR
G4,7.5,JAX,9.0,CLE
G4,7.5,JAX,8.0,IND
G4,7.5,JAX,9.0,PIT
MQ,-4.0,JAX,86.0,MIA
MQ,-4.0,JAX,55.0,ORD
OH,-7.0,JAX,77.0,CLT
UA,-7.0,JAX,31.0,EWR
UA,-7.0,JAX,31.0,IAH
UA,-7.0,JAX,5.0,ORD
WN,-10.0,JAX,89.0,ATL
WN,-10.0,JAX,64.0,BNA
WN,-10.0,JAX,86.0,BWI
WN,-10.0,JAX,31.0,DEN
WN,-10.0,JAX,32.0,HOU
WN,-10.0,JAX,31.0,MDW
YV,-10.0,JAX,28.0,IAH
YX,-7.0,JAX,18.0,BOS
YX,-7.0,JAX,1.0,CLT
YX,-7.0,JAX,1.0,DTW
YX,-7.0,JAX,55.0,EWR
YX,-7.0,JAX,34.0,IAH
YX,-7.0,JAX,6.0,LGA
YX,-7.0,JAX,64.0,MIA
YX,-7.0,JAX,49.0,ORD
YX,-7.0,JAX,62.0,PHL
9E,-18.0,JFK,31.0,BGR
9E,-18.0,JFK,49.0,BNA
9E,-18.0,JFK,157.0,BOS
9E,-18.0,JFK,131.0,BUF
9E,-18.0,JFK,101.0,BWI
9E,-18.0,JFK,92.0,CLE
9E,-18.0,JFK,87.0,CLT
9E,-18.0,JFK,77.0,DTW
9E,-18.0,JFK,30.0,IND
9E,-18.0,JFK,85.0,JAX
9E,-18.0,JFK,31.0,MSP
9E,-18.0,JFK,36.0,MSY
9E,-18.0,JFK,114.0,ORD
9E,-18.0,JFK,57.0,ORF
9E,-18.0,JFK,34.0,PHL
9E,-18.0,JFK,91.0,PIT
9E,-18.0,JFK,55.0,PWM
9E,-18.0,JFK,82.0,RIC
9E,-18.0,JFK,91.0,ROC
9E,-18.0,JFK,56.0,SAV
9E,-18.0,JFK,92.0,SYR
9E,-18.0,JFK,7.0,TPA
AA,-16.0,JFK,33.0,AUS
AA,-16.0,JFK,30.0,BOS
AA,-16.0,JFK,169.0,CLT
AA,-16.0,JFK,31.0,EGE
AA,-16.0,JFK,62.0,LAS
AA,-16.0,JFK,351.0,LAX
AA,-16.0,JFK,78.0,MCO
AA,-16.0,JFK,184.0,MIA
AA,-16.0,JFK,31.0,ORD
AA,-16.0,JFK,120.0,PHX
AA,-16.0,JFK,38.0,SAN
AA,-16.0,JFK,31.0,SEA
AA,-16.0,JFK,143.0,SFO
AS,-17.5,JFK,31.0,PDX
AS,-17.5,JFK,31.0,SEA
B6,-9.0,JFK,19.0,ABQ
B6,-9.0,JFK,62.0,AUS
B6,-9.0,JFK,187.0,BOS
B6,-9.0,JFK,36.0,BQN
B6,-9.0,JFK,110.0,BTV
B6,-9.0,JFK,157.0,BUF
B6,-9.0,JFK,31.0,BUR
B6,-9.0,JFK,62.0,CLT
B6,-9.0,JFK,31.0,DAB
B6,-9.0,JFK,31.0,DEN
B6,-9.0,JFK,31.0,HOU
B6,-9.0,JFK,93.0,JAX
B6,-9.0,JFK,94.0,LAS
B6,-9.0,JFK,300.0,LAX
B6,-9.0,JFK,62.0,LGB
B6,-9.0,JFK,196.0,MCO
B6,-9.0,JFK,62.0,MSY
B6,-9.0,JFK,19.0,OAK
B6,-9.0,JFK,62.0,ORD
B6,-9.0,JFK,21.0,PDX
B6,-9.0,JFK,31.0,PHX
B6,-9.0,JFK,29.0,PSE
B6,-9.0,JFK,31.0,PSP
B6,-9.0,JFK,93.0,PWM
B6,-9.0,JFK,23.0,RNO
B6,-9.0,JFK,115.0,ROC
B6,-9.0,JFK,58.0,SAN
B6,-9.0,JFK,62.0,SAV
B6,-9.0,JFK,31.0,SEA
B6,-9.0,JFK,169.0,SFO
B6,-9.0,JFK,19.0,SJC
B6,-9.0,JFK,131.0,SJU
B6,-9.0,JFK,31.0,SLC
B6,-9.0,JFK,23.0,SMF
B6,-9.0,JFK,87.0,SYR
B6,-9.0,JFK,101.0,TPA
DL,-20.0,JFK,203.0,ATL
DL,-20.0,JFK,72.0,AUS
DL,-20.0,JFK,66.0,BOS
DL,-20.0,JFK,80.0,DEN
DL,-20.0,JFK,30.0,DTW
DL,-20.0,JFK,6.0,HNL
DL,-20.0,JFK,4.0,JAC
DL,-20.0,JFK,2.0,JAX
DL,-20.0,JFK,142.0,LAS
DL,-20.0,JFK,255.0,LAX
DL,-20.0,JFK,140.0,MCO
DL,-20.0,JFK,117.0,MIA
DL,-20.0,JFK,85.0,MSP
DL,-20.0,JFK,52.0,MSY
DL,-20.0,JFK,32.0,PDX
DL,-20.0,JFK,28.0,PHL
DL,-20.0,JFK,61.0,PHX
DL,-20.0,JFK,78.0,SAN
DL,-20.0,JFK,31.0,SAT
DL,-20.0,JFK,94.0,SEA
DL,-20.0,JFK,195.0,SFO
DL,-20.0,JFK,62.0,SJU
DL,-20.0,JFK,138.0,SLC
DL,-20.0,JFK,115.0,TPA
HA,4.0,JFK,31.0,HNL
MQ,-11.0,JFK,31.0,BNA
MQ,-11.0,JFK,31.0,BWI
MQ,-11.0,JFK,31.0,CLE
MQ,-11.0,JFK,31.0,PIT
VX,-19.0,JFK,31.0,LAS
VX,-19.0,JFK,177.0,LAX
VX,-19.0,JFK,4.0,PSP
VX,-19.0,JFK,145.0,SFO
YX,-12.0,JFK,28.0,BNA
YX,-12.0,JFK,31.0,BOS
YX,-12.0,JFK,31.0,IND
OO,-22.0,JMS,30.0,DEN
OO,-22.0,JMS,53.0,DVL
AS,-13.0,JNU,89.0,ANC
AS,-13.0,JNU,27.0,KTN
AS,-13.0,JNU,31.0,PSG
AS,-13.0,JNU,92.0,SEA
AS,-13.0,JNU,58.0,SIT
AS,-13.0,JNU,30.0,YAK
AS,-10.0,KTN,27.0,JNU
AS,-10.0,KTN,93.0,SEA
AS,-10.0,KTN,31.0,SIT
AS,-10.0,KTN,31.0,WRG
9E,-17.0,LAN,4.0,DTW
9E,-17.0,LAN,3.0,MSP
MQ,-9.0,LAN,62.0,ORD
OO,-5.0,LAN,133.0,DTW
OO,-5.0,LAN,49.0,MSP
OO,-14.5,LAR,54.0,DEN
AA,-10.0,LAS,145.0,CLT
AA,-10.0,LAS,62.0,JFK
AA,-10.0,LAS,192.0,LAX
AA,-10.0,LAS,100.0,MIA
AA,-10.0,LAS,136.0,ORD
AA,-10.0,LAS,108.0,PHL
AA,-10.0,LAS,152.0,PHX
AS,-11.0,LAS,6.0,ANC
AS,-11.0,LAS,89.0,PDX
AS,-11.0,LAS,225.0,SEA
AS,-11.0,LAS,2.0,SJC
B6,-4.0,LAS,86.0,BOS
B6,-4.0,LAS,94.0,JFK
B6,-4.0,LAS,188.0,LGB
DL,-10.0,LAS,217.0,ATL
DL,-10.0,LAS,2.0,BNA
DL,-10.0,LAS,8.0,BOS
DL,-10.0,LAS,139.0,DTW
DL,-10.0,LAS,3.0,HNL
DL,-10.0,LAS,141.0,JFK
DL,-10.0,LAS,118.0,LAX
DL,-10.0,LAS,3.0,MCO
DL,-10.0,LAS,165.0,MSP
DL,-10.0,LAS,119.0,SEA
DL,-10.0,LAS,16.0,SJC
DL,-10.0,LAS,165.0,SLC
F9,-7.0,LAS,30.0,ATL
F9,-7.0,LAS,31.0,AUS
F9,-7.0,LAS,18.0,BNA
F9,-7.0,LAS,31.0,CLE
F9,-7.0,LAS,31.0,COS
F9,-7.0,LAS,117.0,DEN
F9,-7.0,LAS,13.0,IAH
F9,-7.0,LAS,13.0,IND
F9,-7.0,LAS,30.0,MCO
F9,-7.0,LAS,18.0,MEM
F9,-7.0,LAS,31.0,MIA
F9,-7.0,LAS,31.0,MKE
F9,-7.0,LAS,13.0,MSN
F9,-7.0,LAS,31.0,ORD
F9,-7.0,LAS,18.0,SAT
F9,-7.0,LAS,18.0,SFO
F9,-7.0,LAS,18.0,SJC
F9,-7.0,LAS,13.0,SLC
F9,-7.0,LAS,31.0,TPA
G4,-7.0,LAS,9.0,ABQ
G4,-7.0,LAS,9.0,ATW
G4,-7.0,LAS,14.0,AUS
G4,-7.0,LAS,9.0,BIL
G4,-7.0,LAS,53.0,BLI
G4,-7.0,LAS,9.0,BOI
G4,-7.0,LAS,9.0,BZN
G4,-7.0,LAS,9.0,COS
G4,-7.0,LAS,1.0,CPR
G4,-7.0,LAS,9.0,DKX
G4,-7.0,LAS,18.0,DSM
G4,-7.0,LAS,9.0,ELP
G4,-7.0,LAS,9.0,EUG
G4,-7.0,LAS,18.0,FAR
G4,-7.0,LAS,36.0,FAT
G4,-7.0,LAS,9.0,FCA
G4,-7.0,LAS,18.0,FSD
G4,-7.0,LAS,9.0,FYV
G4,-7.0,LAS,9.0,GFK
G4,-7.0,LAS,9.0,GJT
G4,-7.0,LAS,10.0,GRI
G4,-7.0,LAS,9.0,GRR
G4,-7.0,LAS,9.0,GTF
G4,-7.0,LAS,9.0,ICT
G4,-7.0,LAS,9.0,IDA
G4,-7.0,LAS,9.0,IND
G4,-7.0,LAS,13.0,IWA
G4,-7.0,LAS,9.0,LRD
G4,-7.0,LAS,1.0,MCI
G4,-7.0,LAS,16.0,MEM
G4,-7.0,LAS,9.0,MFR
G4,-7.0,LAS,9.0,MLI
G4,-7.0,LAS,9.0,MOT
G4,-7.0,LAS,9.0,MRY
G4,-7.0,LAS,9.0,MSO
G4,-7.0,LAS,27.0,OAK
G4,-7.0,LAS,1.0,OGD
G4,-7.0,LAS,9.0,OKC
G4,-7.0,LAS,9.0,OMA
G4,-7.0,LAS,9.0,PIA
G4,-7.0,LAS,9.0,RAP
G4,-7.0,LAS,9.0,RFD
G4,-7.0,LAS,22.0,RNO
G4,-7.0,LAS,9.0,SAT
G4,-7.0,LAS,9.0,SBN
G4,-7.0,LAS,36.0,SCK
G4,-7.0,LAS,8.0,SDF
G4,-7.0,LAS,9.0,SGF
G4,-7.0,LAS,9.0,SHV
G4,-7.0,LAS,14.0,SMX
G4,-7.0,LAS,9.0,TUL
G4,-7.0,LAS,9.0,TYS
HA,-13.0,LAS,80.0,HNL
NK,-9.0,LAS,31.0,ATL
NK,-9.0,LAS,31.0,BOS
NK,-9.0,LAS,31.0,BWI
NK,-9.0,LAS,31.0,CLE
NK,-9.0,LAS,62.0,DEN
NK,-9.0,LAS,93.0,DTW
NK,-9.0,LAS,31.0,EWR
NK,-9.0,LAS,62.0,IAH
NK,-9.0,LAS,62.0,LAX
NK,-9.0,LAS,31.0,MCI
NK,-9.0,LAS,62.0,MSP
NK,-9.0,LAS,31.0,MSY
NK,-9.0,LAS,62.0,OAK
NK,-9.0,LAS,92.0,ORD
NK,-9.0,LAS,31.0,PDX
NK,-9.0,LAS,31.0,PHL
NK,-9.0,LAS,31.0,PIT
NK,-9.0,LAS,62.0,SAN
NK,-9.0,LAS,62.0,SEA
OO,-10.0,LAS,6.0,AUS
OO,-10.0,LAS,12.0,BUR
OO,-10.0,LAS,13.0,DEN
OO,-10.0,LAS,165.0,LAX
OO,-10.0,LAS,18.0,OAK
OO,-10.0,LAS,12.0,PDX
OO,-10.0,LAS,88.0,SAN
OO,-10.0,LAS,6.0,SJC
OO,-10.0,LAS,30.0,SLC
OO,-10.0,LAS,12.0,SMF
OO,-10.0,LAS,113.0,SNA
UA,-11.0,LAS,127.0,DEN
UA,-11.0,LAS,138.0,EWR
UA,-11.0,LAS,166.0,IAH
UA,-11.0,LAS,62.0,LAX
UA,-11.0,LAS,113.0,ORD
UA,-11.0,LAS,236.0,SFO
VX,-8.0,LAS,31.0,JFK
VX,-8.0,LAS,127.0,LAX
VX,-8.0,LAS,196.0,SFO
WN,-5.0,LAS,112.0,ABQ
WN,-5.0,LAS,31.0,AMA
WN,-5.0,LAS,93.0,ATL
WN,-5.0,LAS,92.0,AUS
WN,-5.0,LAS,31.0,BHM
WN,-5.0,LAS,84.0,BNA
WN,-5.0,LAS,62.0,BOI
WN,-5.0,LAS,31.0,BUF
WN,-5.0,LAS,278.0,BUR
WN,-5.0,LAS,127.0,BWI
WN,-5.0,LAS,35.0,CLE
WN,-5.0,LAS,158.0,DAL
WN,-5.0,LAS,261.0,DEN
WN,-5.0,LAS,31.0,DSM
WN,-5.0,LAS,33.0,DTW
WN,-5.0,LAS,61.0,ELP
WN,-5.0,LAS,62.0,GEG
WN,-5.0,LAS,7.0,HFD
WN,-5.0,LAS,142.0,HOU
WN,-5.0,LAS,31.0,ICT
WN,-5.0,LAS,63.0,IND
WN,-5.0,LAS,296.0,LAX
WN,-5.0,LAS,24.0,LGB
WN,-5.0,LAS,31.0,LIT
WN,-5.0,LAS,123.0,MCI
WN,-5.0,LAS,68.0,MCO
WN,-5.0,LAS,219.0,MDW
WN,-5.0,LAS,88.0,MKE
WN,-5.0,LAS,61.0,MSY
WN,-5.0,LAS,263.0,OAK
WN,-5.0,LAS,59.0,OKC
WN,-5.0,LAS,62.0,OMA
WN,-5.0,LAS,129.0,ONT
WN,-5.0,LAS,99.0,PDX
WN,-5.0,LAS,31.0,PHL
WN,-5.0,LAS,324.0,PHX
WN,-5.0,LAS,37.0,PIT
WN,-5.0,LAS,263.0,RNO
WN,-5.0,LAS,321.0,SAN
WN,-5.0,LAS,120.0,SAT
WN,-5.0,LAS,31.0,SDF
WN,-5.0,LAS,86.0,SEA
WN,-5.0,LAS,183.0,SFO
WN,-5.0,LAS,267.0,SJC
WN,-5.0,LAS,145.0,SLC
WN,-5.0,LAS,235.0,SMF
WN,-5.0,LAS,173.0,SNA
WN,-5.0,LAS,52.0,TPA
WN,-5.0,LAS,31.0,TUL
WN,-5.0,LAS,97.0,TUS
AA,-10.0,LAX,83.0,ATL
AA,-10.0,LAX,93.0,AUS
AA,-10.0,LAX,38.0,BNA
AA,-10.0,LAX,154.0,BOS
AA,-10.0,LAX,186.0,CLT
AA,-10.0,LAX,87.0,DEN
AA,-10.0,LAX,31.0,EGE
AA,-10.0,LAX,4.0,HFD
AA,-10.0,LAX,130.0,HNL
AA,-10.0,LAX,20.0,IND
AA,-10.0,LAX,351.0,JFK
AA,-10.0,LAX,192.0,LAS
AA,-10.0,LAX,51.0,LIH
AA,-10.0,LAX,100.0,MCO
AA,-10.0,LAX,248.0,MIA
AA,-10.0,LAX,2.0,MSP
AA,-10.0,LAX,31.0,MSY
AA,-10.0,LAX,65.0,OGG
AA,-10.0,LAX,279.0,ORD
AA,-10.0,LAX,172.0,PHL
AA,-10.0,LAX,171.0,PHX
AA,-10.0,LAX,31.0,SEA
AS,-7.0,LAX,27.0,ANC
AS,-7.0,LAX,27.0,BWI
AS,-7.0,LAX,211.0,PDX
AS,-7.0,LAX,375.0,SEA
AS,-7.0,LAX,31.0,SLC
B6,2.0,LAX,116.0,BOS
B6,2.0,LAX,20.0,BUF
B6,2.0,LAX,299.0,JFK
B6,2.0,LAX,31.0,MCO
DL,-11.0,LAX,308.0,ATL
DL,-11.0,LAX,72.0,AUS
DL,-11.0,LAX,31.0,BNA
DL,-11.0,LAX,45.0,BOS
DL,-11.0,LAX,3.0,BZN
DL,-11.0,LAX,54.0,DEN
DL,-11.0,LAX,150.0,DTW
DL,-11.0,LAX,102.0,HNL
DL,-11.0,LAX,27.0,IND
DL,-11.0,LAX,255.0,JFK
DL,-11.0,LAX,117.0,LAS
DL,-11.0,LAX,31.0,LIH
DL,-11.0,LAX,55.0,MCI
DL,-11.0,LAX,88.0,MCO
DL,-11.0,LAX,23.0,MEM
DL,-11.0,LAX,2.0,MIA
DL,-11.0,LAX,185.0,MSP
DL,-11.0,LAX,87.0,MSY
DL,-11.0,LAX,60.0,OGG
DL,-11.0,LAX,81.0,PDX
DL,-11.0,LAX,2.0,PHX
DL,-11.0,LAX,3.0,SAN
DL,-11.0,LAX,205.0,SEA
DL,-11.0,LAX,1.0,SFO
DL,-11.0,LAX,29.0,SJC
DL,-11.0,LAX,229.0,SLC
DL,-11.0,LAX,31.0,TPA
F9,3.0,LAX,13.0,ATL
F9,3.0,LAX,18.0,COS
F9,3.0,LAX,61.0,DEN
F9,3.0,LAX,31.0,MCO
G4,-3.0,LAX,9.0,BLI
G4,-3.0,LAX,9.0,BOI
G4,-3.0,LAX,9.0,EUG
G4,-3.0,LAX,9.0,MEM
G4,-3.0,LAX,9.0,MFR
G4,-3.0,LAX,9.0,OGD
G4,-3.0,LAX,9.0,PVU
G4,-3.0,LAX,9.0,SGF
G4,-3.0,LAX,9.0,TUL
HA,-18.0,LAX,93.0,HNL
HA,-18.0,LAX,31.0,LIH
