carrier,delay,origin,count,destination
NK,-11.0,PHX,31.0,ORD
OO,-5.0,PHX,31.0,ABQ
OO,-5.0,PHX,23.0,ASE
OO,-5.0,PHX,2.0,DEN
OO,-5.0,PHX,27.0,DRO
OO,-5.0,PHX,23.0,EGE
OO,-5.0,PHX,31.0,EUG
OO,-5.0,PHX,55.0,FAT
OO,-5.0,PHX,96.0,FLG
OO,-5.0,PHX,20.0,FSD
OO,-5.0,PHX,62.0,GJT
OO,-5.0,PHX,24.0,IAH
OO,-5.0,PHX,31.0,IFP
OO,-5.0,PHX,103.0,LAX
OO,-5.0,PHX,31.0,LGB
OO,-5.0,PHX,31.0,MFR
OO,-5.0,PHX,120.0,PSP
OO,-5.0,PHX,31.0,ROW
OO,-5.0,PHX,31.0,SAF
OO,-5.0,PHX,28.0,SFO
OO,-5.0,PHX,8.0,SMF
OO,-5.0,PHX,14.0,STS
OO,-5.0,PHX,27.0,TUS
OO,-5.0,PHX,121.0,YUM
UA,-10.0,PHX,144.0,DEN
UA,-10.0,PHX,81.0,EWR
UA,-10.0,PHX,128.0,IAH
UA,-10.0,PHX,28.0,LAX
UA,-10.0,PHX,127.0,ORD
UA,-10.0,PHX,116.0,SFO
WN,-2.0,PHX,170.0,ABQ
WN,-2.0,PHX,62.0,ATL
WN,-2.0,PHX,120.0,AUS
WN,-2.0,PHX,78.0,BNA
WN,-2.0,PHX,32.0,BOI
WN,-2.0,PHX,31.0,BUF
WN,-2.0,PHX,176.0,BUR
WN,-2.0,PHX,70.0,BWI
WN,-2.0,PHX,31.0,CLE
WN,-2.0,PHX,180.0,DAL
WN,-2.0,PHX,300.0,DEN
WN,-2.0,PHX,6.0,DSM
WN,-2.0,PHX,31.0,DTW
WN,-2.0,PHX,116.0,ELP
WN,-2.0,PHX,31.0,EWR
WN,-2.0,PHX,32.0,GEG
WN,-2.0,PHX,129.0,HOU
WN,-2.0,PHX,31.0,ICT
WN,-2.0,PHX,52.0,IND
WN,-2.0,PHX,324.0,LAS
WN,-2.0,PHX,282.0,LAX
WN,-2.0,PHX,7.0,LIT
WN,-2.0,PHX,116.0,MCI
WN,-2.0,PHX,38.0,MCO
WN,-2.0,PHX,187.0,MDW
WN,-2.0,PHX,65.0,MKE
WN,-2.0,PHX,64.0,MSP
WN,-2.0,PHX,32.0,MSY
WN,-2.0,PHX,171.0,OAK
WN,-2.0,PHX,62.0,OKC
WN,-2.0,PHX,84.0,OMA
WN,-2.0,PHX,196.0,ONT
WN,-2.0,PHX,89.0,PDX
WN,-2.0,PHX,31.0,PHL
WN,-2.0,PHX,30.0,PIT
WN,-2.0,PHX,61.0,RNO
WN,-2.0,PHX,312.0,SAN
WN,-2.0,PHX,90.0,SAT
WN,-2.0,PHX,31.0,SDF
WN,-2.0,PHX,93.0,SEA
WN,-2.0,PHX,126.0,SFO
WN,-2.0,PHX,148.0,SJC
WN,-2.0,PHX,175.0,SLC
WN,-2.0,PHX,148.0,SMF
WN,-2.0,PHX,172.0,SNA
WN,-2.0,PHX,36.0,TPA
WN,-2.0,PHX,54.0,TUL
YV,-2.0,PHX,122.0,ABQ
YV,-2.0,PHX,82.0,BFL
YV,-2.0,PHX,63.0,BOI
YV,-2.0,PHX,89.0,BUR
YV,-2.0,PHX,31.0,DRO
YV,-2.0,PHX,2.0,DSM
YV,-2.0,PHX,150.0,ELP
YV,-2.0,PHX,64.0,FAT
YV,-2.0,PHX,7.0,FSD
YV,-2.0,PHX,76.0,IAH
YV,-2.0,PHX,89.0,LGB
YV,-2.0,PHX,59.0,MEM
YV,-2.0,PHX,89.0,MRY
YV,-2.0,PHX,41.0,ONT
YV,-2.0,PHX,7.0,PSP
YV,-2.0,PHX,20.0,RNO
YV,-2.0,PHX,30.0,SAT
YV,-2.0,PHX,119.0,SBA
YV,-2.0,PHX,89.0,SBP
YV,-2.0,PHX,15.0,SMF
YV,-2.0,PHX,24.0,STS
YV,-2.0,PHX,219.0,TUS
9E,-17.0,PIA,84.0,ATL
9E,-17.0,PIA,53.0,DTW
9E,-17.0,PIA,23.0,MSP
EV,-8.0,PIA,32.0,ORD
G4,-20.5,PIA,11.0,IWA
G4,-20.5,PIA,9.0,LAS
G4,-20.5,PIA,15.0,PGD
G4,-20.5,PIA,10.0,PIE
OH,2.0,PIA,62.0,CLT
OO,1.0,PIA,70.0,ORD
G4,-11.0,PIE,9.0,ATW
G4,-11.0,PIE,9.0,AUS
G4,-11.0,PIE,18.0,AVL
G4,-11.0,PIE,10.0,BGR
G4,-11.0,PIE,9.0,CHA
G4,-11.0,PIE,9.0,CLE
G4,-11.0,PIE,9.0,DAY
G4,-11.0,PIE,14.0,DKX
G4,-11.0,PIE,10.0,DSM
G4,-11.0,PIE,13.0,FNT
G4,-11.0,PIE,9.0,FSD
G4,-11.0,PIE,15.0,FWA
G4,-11.0,PIE,23.0,GRR
G4,-11.0,PIE,10.0,GSP
G4,-11.0,PIE,10.0,IAG
G4,-11.0,PIE,31.0,IND
G4,-11.0,PIE,9.0,IWA
G4,-11.0,PIE,9.0,LCK
G4,-11.0,PIE,10.0,LEX
G4,-11.0,PIE,8.0,MCI
G4,-11.0,PIE,10.0,MDT
G4,-11.0,PIE,8.0,MEM
G4,-11.0,PIE,9.0,MKE
G4,-11.0,PIE,9.0,MLI
G4,-11.0,PIE,8.0,MSY
G4,-11.0,PIE,8.0,OGS
G4,-11.0,PIE,9.0,OMA
G4,-11.0,PIE,8.0,ORF
G4,-11.0,PIE,10.0,PIA
G4,-11.0,PIE,12.0,PIT
G4,-11.0,PIE,9.0,PVD
G4,-11.0,PIE,10.0,RFD
G4,-11.0,PIE,9.0,RIC
G4,-11.0,PIE,10.0,ROA
G4,-11.0,PIE,11.0,SBN
G4,-11.0,PIE,9.0,SDF
G4,-11.0,PIE,10.0,SGF
G4,-11.0,PIE,10.0,SYR
G4,-11.0,PIE,10.0,TOL
G4,-11.0,PIE,1.0,TTN
G4,-11.0,PIE,14.0,TYS
OO,-7.0,PIH,88.0,SLC
9E,-10.0,PIT,52.0,BOS
9E,-10.0,PIT,81.0,DTW
9E,-10.0,PIT,92.0,JFK
9E,-10.0,PIT,69.0,LGA
9E,-10.0,PIT,51.0,MSP
AA,-9.0,PIT,174.0,CLT
AA,-9.0,PIT,80.0,ORD
AA,-9.0,PIT,118.0,PHL
AA,-9.0,PIT,58.0,PHX
B6,-3.0,PIT,163.0,BOS
DL,-12.0,PIT,210.0,ATL
DL,-12.0,PIT,28.0,DTW
DL,-12.0,PIT,28.0,MSP
EV,-1.0,PIT,95.0,LGA
F9,18.0,PIT,13.0,MCO
G4,-9.5,PIT,9.0,AUS
G4,-9.5,PIT,9.0,JAX
G4,-9.5,PIT,9.0,MSY
G4,-9.5,PIT,13.0,PGD
G4,-9.5,PIT,12.0,PIE
MQ,-1.0,PIT,31.0,JFK
MQ,-1.0,PIT,55.0,LGA
MQ,-1.0,PIT,31.0,MIA
MQ,-1.0,PIT,70.0,ORD
NK,-8.0,PIT,31.0,LAS
NK,-8.0,PIT,31.0,LAX
NK,-8.0,PIT,31.0,MCO
NK,-8.0,PIT,31.0,TPA
OH,1.0,PIT,75.0,CLT
OH,1.0,PIT,18.0,LGA
OO,-14.0,PIT,27.0,DTW
OO,-14.0,PIT,5.0,MSP
OO,-14.0,PIT,9.0,ORD
UA,-11.0,PIT,59.0,DEN
UA,-11.0,PIT,1.0,EWR
UA,-11.0,PIT,61.0,ORD
UA,-11.0,PIT,7.0,SFO
WN,-7.0,PIT,62.0,ATL
WN,-7.0,PIT,31.0,BNA
WN,-7.0,PIT,95.0,BWI
WN,-7.0,PIT,31.0,DAL
WN,-7.0,PIT,31.0,DEN
WN,-7.0,PIT,32.0,HOU
WN,-7.0,PIT,37.0,LAS
WN,-7.0,PIT,27.0,LAX
WN,-7.0,PIT,128.0,MCO
WN,-7.0,PIT,133.0,MDW
WN,-7.0,PIT,4.0,MSY
WN,-7.0,PIT,30.0,PHX
WN,-7.0,PIT,62.0,TPA
YV,-14.0,PIT,39.0,IAH
YX,-8.0,PIT,22.0,BOS
YX,-8.0,PIT,204.0,EWR
YX,-8.0,PIT,106.0,IAH
YX,-8.0,PIT,76.0,LGA
YX,-8.0,PIT,62.0,MIA
YX,-8.0,PIT,52.0,ORD
YX,-8.0,PIT,64.0,PHL
OO,-9.0,PLN,22.0,APN
OO,-9.0,PLN,54.0,DTW
AA,-9.0,PNS,47.0,CLT
DL,-14.0,PNS,203.0,ATL
EV,-17.0,PNS,57.0,IAH
EV,-17.0,PNS,7.0,ORD
MQ,-11.0,PNS,93.0,MIA
OH,-11.0,PNS,23.0,CLT
WN,-10.0,PNS,62.0,BNA
WN,-10.0,PNS,31.0,HOU
YV,-11.0,PNS,59.0,IAH
YX,-9.0,PNS,28.0,CLT
B6,-18.5,PSE,29.0,JFK
B6,-18.5,PSE,41.0,MCO
AS,-15.0,PSG,31.0,JNU
AS,-15.0,PSG,31.0,WRG
G4,-12.0,PSM,8.0,PGD
AA,-2.0,PSP,39.0,ORD
AA,-2.0,PSP,24.0,PHX
AS,-11.0,PSP,36.0,PDX
AS,-11.0,PSP,64.0,SEA
B6,2.0,PSP,31.0,JFK
DL,-20.0,PSP,31.0,MSP
F9,-17.0,PSP,18.0,DEN
G4,-8.0,PSP,14.0,BLI
OO,-5.5,PSP,32.0,DEN
OO,-5.5,PSP,23.0,IAH
OO,-5.5,PSP,31.0,LAX
OO,-5.5,PSP,31.0,ORD
OO,-5.5,PSP,120.0,PHX
OO,-5.5,PSP,104.0,SFO
OO,-5.5,PSP,63.0,SLC
UA,-14.0,PSP,61.0,DEN
UA,-14.0,PSP,48.0,SFO
VX,-4.5,PSP,4.0,JFK
VX,-4.5,PSP,97.0,SFO
YV,-10.0,PSP,39.0,IAH
YV,-10.0,PSP,7.0,PHX
OO,-5.0,PUB,54.0,DEN
AA,-12.0,PVD,128.0,CLT
AA,-12.0,PVD,113.0,PHL
B6,-2.5,PVD,62.0,MCO
DL,-18.0,PVD,81.0,ATL
DL,-18.0,PVD,29.0,DTW
EV,4.0,PVD,41.0,EWR
EV,4.0,PVD,31.0,ORD
F9,3.0,PVD,32.0,MCO
F9,3.0,PVD,31.0,MIA
F9,3.0,PVD,13.0,MSY
F9,3.0,PVD,13.0,TPA
G4,6.0,PVD,9.0,PGD
G4,6.0,PVD,9.0,PIE
MQ,-6.0,PVD,57.0,ORD
OH,0.0,PVD,4.0,CLT
OO,-1.5,PVD,49.0,DTW
WN,-5.0,PVD,193.0,BWI
WN,-5.0,PVD,97.0,MCO
WN,-5.0,PVD,70.0,MDW
WN,-5.0,PVD,38.0,TPA
YX,-7.0,PVD,44.0,EWR
YX,-7.0,PVD,31.0,PHL
G4,-9.5,PVU,26.0,IWA
G4,-9.5,PVU,9.0,LAX
G4,-9.5,PVU,1.0,OAK
G4,-9.5,PVU,1.0,SAN
9E,-23.0,PWM,36.0,DTW
9E,-23.0,PWM,55.0,JFK
9E,-23.0,PWM,9.0,LGA
AA,-14.0,PWM,62.0,CLT
B6,-9.0,PWM,93.0,JFK
DL,-21.0,PWM,27.0,ATL
EV,-4.0,PWM,17.0,DTW
EV,-4.0,PWM,10.0,EWR
EV,-4.0,PWM,74.0,LGA
EV,-4.0,PWM,45.0,ORD
OH,-10.0,PWM,1.0,CLT
OH,-10.0,PWM,34.0,PHL
UA,-15.0,PWM,30.0,EWR
WN,-9.0,PWM,93.0,BWI
YX,-5.0,PWM,46.0,EWR
YX,-5.0,PWM,47.0,PHL
G4,-7.0,RAP,15.0,IWA
G4,-7.0,RAP,9.0,LAS
MQ,-7.0,RAP,21.0,ORD
OO,-14.0,RAP,12.0,DEN
OO,-14.0,RAP,90.0,MSP
OO,-14.0,RAP,31.0,SLC
YX,-6.0,RAP,4.0,DEN
YX,-6.0,RAP,7.0,ORD
OO,-11.0,RDD,90.0,SFO
G4,-16.0,RFD,10.0,IWA
G4,-16.0,RFD,9.0,LAS
G4,-16.0,RFD,11.0,PGD
G4,-16.0,RFD,10.0,PIE
OO,-7.0,RHI,62.0,MSP
9E,-12.0,RIC,2.0,DTW
9E,-12.0,RIC,81.0,JFK
9E,-12.0,RIC,2.0,LGA
AA,-0.5,RIC,45.0,CLT
B6,-2.0,RIC,105.0,BOS
B6,-2.0,RIC,62.0,MCO
DL,-13.0,RIC,236.0,ATL
EV,-1.5,RIC,74.0,BOS
EV,-1.5,RIC,85.0,DTW
EV,-1.5,RIC,119.0,EWR
EV,-1.5,RIC,31.0,IAH
EV,-1.5,RIC,120.0,LGA
EV,-1.5,RIC,26.0,MSP
EV,-1.5,RIC,38.0,ORD
G4,-13.0,RIC,9.0,PIE
MQ,-7.0,RIC,89.0,LGA
MQ,-7.0,RIC,58.0,ORD
OH,-2.0,RIC,219.0,CLT
OH,-2.0,RIC,28.0,PHL
OO,-7.0,RIC,24.0,DEN
OO,-7.0,RIC,71.0,ORD
UA,23.0,RIC,7.0,DEN
UA,23.0,RIC,8.0,ORD
WN,-15.0,RIC,89.0,ATL
YX,-5.0,RIC,31.0,MIA
YX,-5.0,RIC,6.0,PHL
OO,-20.0,RKS,58.0,DEN
AA,-2.0,RNO,20.0,ORD
AA,-2.0,RNO,69.0,PHX
B6,-11.0,RNO,23.0,JFK
B6,-11.0,RNO,31.0,LGB
DL,-19.0,RNO,7.0,ATL
DL,-19.0,RNO,3.0,MSP
DL,-19.0,RNO,55.0,SLC
F9,-9.5,RNO,13.0,DEN
G4,6.0,RNO,22.0,LAS
OO,-12.0,RNO,4.0,BOI
OO,-12.0,RNO,18.0,DEN
OO,-12.0,RNO,62.0,LAX
OO,-12.0,RNO,5.0,ORD
OO,-12.0,RNO,29.0,PDX
OO,-12.0,RNO,65.0,SEA
OO,-12.0,RNO,63.0,SFO
OO,-12.0,RNO,61.0,SLC
UA,-16.0,RNO,62.0,DEN
UA,-16.0,RNO,62.0,SFO
WN,-6.0,RNO,7.0,DAL
WN,-6.0,RNO,37.0,DEN
WN,-6.0,RNO,263.0,LAS
WN,-6.0,RNO,86.0,LAX
WN,-6.0,RNO,89.0,OAK
WN,-6.0,RNO,61.0,PHX
WN,-6.0,RNO,62.0,SAN
WN,-6.0,RNO,56.0,SJC
YV,1.0,RNO,13.0,IAH
YV,1.0,RNO,20.0,PHX
9E,-15.0,ROA,26.0,ATL
DL,-11.0,ROA,31.0,ATL
G4,-2.0,ROA,10.0,PIE
MQ,-4.0,ROA,18.0,LGA
OH,3.0,ROA,24.0,CLT
OO,6.0,ROA,56.0,ATL
9E,-22.0,ROC,40.0,DTW
9E,-22.0,ROC,91.0,JFK
9E,-22.0,ROC,66.0,LGA
9E,-22.0,ROC,26.0,MSP
B6,-7.0,ROC,115.0,JFK
DL,-14.0,ROC,81.0,ATL
EV,5.0,ROC,3.0,DTW
EV,5.0,ROC,41.0,EWR
EV,5.0,ROC,39.0,LGA
EV,5.0,ROC,1.0,MSP
EV,5.0,ROC,1.0,ORD
G4,3.5,ROC,8.0,PGD
MQ,-3.5,ROC,121.0,ORD
OH,2.0,ROC,86.0,CLT
OO,0.0,ROC,69.0,DTW
UA,-18.5,ROC,31.0,EWR
WN,-3.0,ROC,93.0,BWI
WN,-3.0,ROC,31.0,MCO
WN,-3.0,ROC,30.0,TPA
YX,-4.0,ROC,1.0,CLT
YX,-4.0,ROC,9.0,EWR
YX,-4.0,ROC,7.0,ORD
YX,-4.0,ROC,52.0,PHL
OO,0.0,ROW,31.0,PHX
EV,-5.0,RST,27.0,ATL
EV,-5.0,RST,24.0,MSP
MQ,-4.5,RST,39.0,ORD
OO,1.5,RST,79.0,MSP
OO,1.5,RST,79.0,ORD
OO,-11.0,SAF,31.0,PHX
AA,-7.0,SAN,89.0,CLT
AA,-7.0,SAN,38.0,JFK
AA,-7.0,SAN,58.0,MIA
AA,-7.0,SAN,96.0,ORD
AA,-7.0,SAN,41.0,PHL
AA,-7.0,SAN,152.0,PHX
AS,-11.0,SAN,31.0,BOS
AS,-11.0,SAN,31.0,BWI
AS,-11.0,SAN,31.0,EWR
AS,-11.0,SAN,31.0,HNL
AS,-11.0,SAN,13.0,LIH
AS,-11.0,SAN,21.0,MCO
AS,-11.0,SAN,31.0,OGG
AS,-11.0,SAN,93.0,PDX
AS,-11.0,SAN,221.0,SEA
AS,-11.0,SAN,31.0,SLC
B6,-3.5,SAN,58.0,BOS
B6,-3.5,SAN,58.0,JFK
DL,-8.0,SAN,145.0,ATL
DL,-8.0,SAN,57.0,DTW
DL,-8.0,SAN,78.0,JFK
DL,-8.0,SAN,3.0,LAX
DL,-8.0,SAN,87.0,MSP
DL,-8.0,SAN,145.0,SLC
F9,-6.5,SAN,13.0,AUS
F9,-6.5,SAN,13.0,COS
F9,-6.5,SAN,31.0,DEN
F9,-6.5,SAN,31.0,MCO
F9,-6.5,SAN,18.0,SAT
G4,13.0,SAN,9.0,BLI
G4,13.0,SAN,1.0,ELP
G4,13.0,SAN,1.0,PVU
HA,-6.0,SAN,31.0,HNL
NK,-3.0,SAN,31.0,BWI
NK,-3.0,SAN,31.0,IAH
NK,-3.0,SAN,62.0,LAS
NK,-3.0,SAN,31.0,ORD
OO,-7.0,SAN,31.0,AUS
OO,-7.0,SAN,31.0,BOI
OO,-7.0,SAN,54.0,FAT
OO,-7.0,SAN,13.0,HDN
OO,-7.0,SAN,88.0,LAS
OO,-7.0,SAN,370.0,LAX
OO,-7.0,SAN,31.0,MCI
OO,-7.0,SAN,31.0,OMA
OO,-7.0,SAN,4.0,SFO
OO,-7.0,SAN,88.0,SJC
OO,-7.0,SAN,23.0,SLC
OO,-7.0,SAN,85.0,SMF
UA,-10.0,SAN,109.0,DEN
UA,-10.0,SAN,88.0,EWR
UA,-10.0,SAN,147.0,IAH
UA,-10.0,SAN,22.0,LAX
UA,-10.0,SAN,103.0,ORD
UA,-10.0,SAN,229.0,SFO
VX,-3.5,SAN,161.0,SFO
WN,-4.0,SAN,58.0,ABQ
WN,-4.0,SAN,31.0,ATL
WN,-4.0,SAN,66.0,AUS
WN,-4.0,SAN,31.0,BNA
WN,-4.0,SAN,31.0,BOI
WN,-4.0,SAN,62.0,BWI
WN,-4.0,SAN,92.0,DAL
WN,-4.0,SAN,179.0,DEN
WN,-4.0,SAN,63.0,HOU
WN,-4.0,SAN,321.0,LAS
WN,-4.0,SAN,60.0,MCI
WN,-4.0,SAN,30.0,MCO
WN,-4.0,SAN,93.0,MDW
WN,-4.0,SAN,31.0,MSY
WN,-4.0,SAN,306.0,OAK
WN,-4.0,SAN,80.0,PDX
WN,-4.0,SAN,312.0,PHX
WN,-4.0,SAN,62.0,RNO
WN,-4.0,SAN,58.0,SAT
WN,-4.0,SAN,32.0,SEA
WN,-4.0,SAN,249.0,SFO
WN,-4.0,SAN,351.0,SJC
WN,-4.0,SAN,31.0,SLC
WN,-4.0,SAN,330.0,SMF
WN,-4.0,SAN,24.0,TPA
WN,-4.0,SAN,61.0,TUS
9E,-11.5,SAT,28.0,DTW
9E,-11.5,SAT,26.0,MSP
AA,-8.0,SAT,111.0,CLT
AA,-8.0,SAT,31.0,MIA
AA,-8.0,SAT,31.0,ORD
AA,-8.0,SAT,85.0,PHX
AS,-21.0,SAT,31.0,SEA
DL,-12.0,SAT,200.0,ATL
DL,-12.0,SAT,29.0,DTW
DL,-12.0,SAT,31.0,JFK
DL,-12.0,SAT,28.0,MSP
DL,-12.0,SAT,32.0,SLC
F9,-10.0,SAT,13.0,ATL
F9,-10.0,SAT,13.0,DEN
F9,-10.0,SAT,18.0,LAS
F9,-10.0,SAT,18.0,MSY
F9,-10.0,SAT,17.0,ONT
F9,-10.0,SAT,13.0,PHX
F9,-10.0,SAT,18.0,SAN
G4,-18.0,SAT,9.0,LAS
MQ,8.5,SAT,26.0,ORD
OO,-5.0,SAT,8.0,DEN
OO,-5.0,SAT,1.0,DTW
OO,-5.0,SAT,36.0,LAX
OO,-5.0,SAT,3.0,MSP
OO,-5.0,SAT,82.0,ORD
OO,-5.0,SAT,24.0,SFO
OO,-5.0,SAT,22.0,SLC
UA,-11.0,SAT,51.0,DEN
UA,-11.0,SAT,28.0,EWR
UA,-11.0,SAT,229.0,IAH
UA,-11.0,SAT,3.0,LAX
UA,-11.0,SAT,31.0,ORD
UA,-11.0,SAT,7.0,SFO
WN,-6.0,SAT,58.0,ATL
WN,-6.0,SAT,55.0,BNA
WN,-6.0,SAT,57.0,BWI
WN,-6.0,SAT,296.0,DAL
WN,-6.0,SAT,62.0,DEN
WN,-6.0,SAT,62.0,ELP
WN,-6.0,SAT,159.0,HOU
WN,-6.0,SAT,120.0,LAS
WN,-6.0,SAT,55.0,LAX
WN,-6.0,SAT,31.0,MCI
WN,-6.0,SAT,35.0,MCO
WN,-6.0,SAT,59.0,MDW
WN,-6.0,SAT,31.0,MSY
WN,-6.0,SAT,90.0,PHX
WN,-6.0,SAT,58.0,SAN
WN,-6.0,SAT,32.0,TPA
YV,-15.0,SAT,5.0,IAH
YV,-15.0,SAT,30.0,PHX
YX,-4.5,SAT,6.0,DEN
YX,-4.5,SAT,2.0,IAH
9E,-15.0,SAV,30.0,ATL
9E,-15.0,SAV,56.0,JFK
9E,-15.0,SAV,49.0,LGA
B6,-10.0,SAV,31.0,BOS
B6,-10.0,SAV,62.0,JFK
DL,-14.0,SAV,215.0,ATL
EV,-12.0,SAV,12.0,EWR
EV,-12.0,SAV,31.0,IAH
EV,-12.0,SAV,2.0,LGA
EV,-12.0,SAV,10.0,ORD
OH,-7.0,SAV,237.0,CLT
OO,-6.0,SAV,1.0,ORD
UA,-18.0,SAV,32.0,EWR
YX,-4.0,SAV,3.0,EWR
YX,-4.0,SAV,4.0,LGA
YX,-4.0,SAV,1.0,ORD
YX,-4.0,SAV,7.0,PHL
AS,-9.0,SBA,31.0,SEA
OO,-9.0,SBA,62.0,DEN
OO,-9.0,SBA,120.0,LAX
OO,-9.0,SBA,31.0,PDX
OO,-9.0,SBA,137.0,SFO
UA,-9.5,SBA,26.0,SFO
YV,-7.0,SBA,119.0,PHX
EV,2.0,SBN,31.0,EWR
EV,2.0,SBN,24.0,ORD
G4,-17.0,SBN,9.0,IWA
G4,-17.0,SBN,9.0,LAS
G4,-17.0,SBN,13.0,PGD
G4,-17.0,SBN,11.0,PIE
OO,-2.0,SBN,114.0,ATL
OO,-2.0,SBN,105.0,DTW
OO,-2.0,SBN,30.0,MSP
OO,-2.0,SBN,98.0,ORD
OO,-2.0,SBP,31.0,DEN
OO,-2.0,SBP,118.0,LAX
OO,-2.0,SBP,31.0,SEA
OO,-2.0,SBP,119.0,SFO
YV,2.0,SBP,89.0,PHX
AS,-13.5,SCC,62.0,BRW
G4,9.5,SCK,8.0,IWA
G4,9.5,SCK,36.0,LAS
9E,-13.0,SDF,2.0,ATL
9E,-13.0,SDF,23.0,LGA
DL,-14.0,SDF,220.0,ATL
EV,-8.0,SDF,2.0,ATL
EV,-8.0,SDF,50.0,EWR
EV,-8.0,SDF,29.0,IAH
EV,-8.0,SDF,1.0,LGA
EV,-8.0,SDF,27.0,ORD
G4,0.0,SDF,9.0,IWA
G4,0.0,SDF,8.0,LAS
G4,0.0,SDF,8.0,PGD
G4,0.0,SDF,9.0,PIE
MQ,-5.5,SDF,50.0,LGA
MQ,-5.5,SDF,116.0,ORD
OH,-3.0,SDF,188.0,CLT
OO,-4.0,SDF,30.0,DTW
OO,-4.0,SDF,26.0,MSP
WN,-8.0,SDF,81.0,BWI
WN,-8.0,SDF,31.0,DEN
WN,-8.0,SDF,31.0,LAS
WN,-8.0,SDF,35.0,MCO
WN,-8.0,SDF,90.0,MDW
WN,-8.0,SDF,31.0,PHX
WN,-8.0,SDF,32.0,TPA
YX,-6.0,SDF,7.0,CLT
YX,-6.0,SDF,5.0,DTW
YX,-6.0,SDF,32.0,EWR
YX,-6.0,SDF,59.0,IAH
YX,-6.0,SDF,53.0,LGA
YX,-6.0,SDF,31.0,MIA
YX,-6.0,SDF,9.0,ORD
AA,-9.0,SEA,80.0,CLT
AA,-9.0,SEA,31.0,JFK
AA,-9.0,SEA,31.0,LAX
AA,-9.0,SEA,38.0,MIA
AA,-9.0,SEA,95.0,ORD
AA,-9.0,SEA,33.0,PHL
AA,-9.0,SEA,118.0,PHX
AS,-8.0,SEA,2.0,ABQ
AS,-8.0,SEA,393.0,ANC
AS,-8.0,SEA,36.0,ATL
AS,-8.0,SEA,53.0,AUS
AS,-8.0,SEA,27.0,BLI
AS,-8.0,SEA,31.0,BNA
AS,-8.0,SEA,31.0,BOI
AS,-8.0,SEA,53.0,BOS
AS,-8.0,SEA,93.0,BUR
AS,-8.0,SEA,31.0,BWI
AS,-8.0,SEA,124.0,DEN
AS,-8.0,SEA,31.0,DTW
AS,-8.0,SEA,75.0,EWR
AS,-8.0,SEA,124.0,FAI
AS,-8.0,SEA,116.0,GEG
AS,-8.0,SEA,62.0,HNL
AS,-8.0,SEA,36.0,IAH
AS,-8.0,SEA,31.0,IND
AS,-8.0,SEA,31.0,JFK
AS,-8.0,SEA,66.0,JNU
AS,-8.0,SEA,93.0,KTN
AS,-8.0,SEA,226.0,LAS
AS,-8.0,SEA,375.0,LAX
AS,-8.0,SEA,62.0,LIH
AS,-8.0,SEA,36.0,MCI
AS,-8.0,SEA,47.0,MCO
AS,-8.0,SEA,62.0,MSP
AS,-8.0,SEA,31.0,MSY
AS,-8.0,SEA,120.0,OAK
AS,-8.0,SEA,62.0,OGG
AS,-8.0,SEA,31.0,OMA
AS,-8.0,SEA,63.0,ONT
AS,-8.0,SEA,124.0,ORD
AS,-8.0,SEA,66.0,PDX
AS,-8.0,SEA,31.0,PHL
AS,-8.0,SEA,154.0,PHX
AS,-8.0,SEA,64.0,PSP
AS,-8.0,SEA,221.0,SAN
AS,-8.0,SEA,31.0,SAT
AS,-8.0,SEA,31.0,SBA
AS,-8.0,SEA,323.0,SFO
AS,-8.0,SEA,208.0,SJC
AS,-8.0,SEA,89.0,SLC
AS,-8.0,SEA,117.0,SMF
AS,-8.0,SEA,217.0,SNA
AS,-8.0,SEA,31.0,TPA
AS,-8.0,SEA,31.0,TUS
B6,1.5,SEA,50.0,BOS
B6,1.5,SEA,31.0,JFK
B6,1.5,SEA,62.0,LGB
DL,-16.0,SEA,78.0,ANC
DL,-16.0,SEA,156.0,ATL
DL,-16.0,SEA,33.0,AUS
DL,-16.0,SEA,27.0,BNA
DL,-16.0,SEA,31.0,BOS
DL,-16.0,SEA,2.0,BZN
DL,-16.0,SEA,25.0,DEN
DL,-16.0,SEA,120.0,DTW
DL,-16.0,SEA,31.0,FAI
DL,-16.0,SEA,58.0,HNL
DL,-16.0,SEA,94.0,JFK
DL,-16.0,SEA,119.0,LAS
DL,-16.0,SEA,216.0,LAX
DL,-16.0,SEA,22.0,LIH
DL,-16.0,SEA,24.0,MCO
DL,-16.0,SEA,161.0,MSP
DL,-16.0,SEA,31.0,OGG
DL,-16.0,SEA,62.0,ORD
DL,-16.0,SEA,52.0,PDX
DL,-16.0,SEA,5.0,PHX
DL,-16.0,SEA,27.0,SFO
DL,-16.0,SEA,190.0,SLC
F9,-13.0,SEA,49.0,DEN
HA,-5.0,SEA,39.0,HNL
HA,-5.0,SEA,31.0,OGG
NK,-16.0,SEA,31.0,BWI
NK,-16.0,SEA,62.0,LAS
OO,-9.0,SEA,31.0,BLI
OO,-9.0,SEA,255.0,BOI
OO,-9.0,SEA,27.0,BZN
OO,-9.0,SEA,31.0,DAL
OO,-9.0,SEA,1.0,DEN
OO,-9.0,SEA,22.0,EUG
OO,-9.0,SEA,62.0,FAT
OO,-9.0,SEA,113.0,GEG
OO,-9.0,SEA,7.0,JAC
OO,-9.0,SEA,61.0,LAX
OO,-9.0,SEA,28.0,MFR
OO,-9.0,SEA,62.0,MKE
